数据集,折叠数,运行次数,平均准确率,准确率标准差,参数_dl,参数_delta,参数_c,参数_Lambdas,参数_r,参数_Lmax,参数_tol,参数_Tmax,参数_time_steps
iris,5,1,0.799998,0.09660917832173091,1,1,9.5367431640625e-07,"[0.01, 0.05, 0.1, 0.5, 1, 5]",0.7,20,0.01,5,500
