模型,运行次数,平均训练准确率,训练准确率标准差,平均训练时间,平均测试准确率,测试准确率标准差,平均测试时间
wine,5,0.990142,0.7182557761689066,1.5783966064453125,0.9722200000000001,1.756961467989555,0.01018519401550293
