模型,运行次数,平均训练准确率,训练准确率标准差,平均训练时间,平均测试准确率,测试准确率标准差,平均测试时间
iris,5,0.9683340000000001,0.8164149925129984,2.277722978591919,0.9866680000000001,1.6328298625392659,0.01013355255126953
