模型,运行次数,平均训练准确率,训练准确率标准差,平均训练时间,平均测试准确率,测试准确率标准差,平均测试时间
hepatitis,5,0.8493499999999999,1.0387500180505445,0.7032417774200439,0.7282059999999999,2.0511999999999992,0.02554912567138672
