模型,运行次数,平均训练准确率,训练准确率标准差,平均训练时间,平均测试准确率,测试准确率标准差,平均测试时间
breast_cancer,5,0.970112,0.3571623720382642,6.908440685272216,0.9736800000000001,0.0,0.058446073532104494
