模型,运行次数,平均训练准确率,训练准确率标准差,平均训练时间,平均测试准确率,测试准确率标准差,平均测试时间
ionosphere,5,0.867144,2.0252377243178143,37.9427227973938,0.783098,4.5941672324807685,0.26567301750183103
